trade_id,symbol,price,volume,pct_change,circuit_alert,timestamp
960,SBIN,787.52,1702,-3.96,NORMAL,2026-09-20 12:29:22
961,HDFCBANK,1730.77,1387,4.9,NORMAL,2026-09-20 12:29:23
962,TATAMOTORS,1125.98,775,14.9,TRIGGERED,2026-09-20 12:29:23
963,ICICIBANK,1240.95,878,2.56,NORMAL,2026-09-20 12:29:23
964,BHARTIARTL,1440.27,971,-3.34,NORMAL,2026-09-20 12:29:24
965,SBIN,788.06,1393,-3.9,NORMAL,2026-09-20 12:29:24
966,RELIANCE,3301.41,1134,10.79,TRIGGERED,2026-09-20 12:29:25
967,SBIN,786.83,1526,-4.05,NORMAL,2026-09-20 12:29:25
968,ICICIBANK,1244.36,933,2.84,NORMAL,2026-09-20 12:29:25
969,ICICIBANK,1240.92,316,2.56,NORMAL,2026-09-20 12:29:26
970,TCS,4854.72,86,17.83,TRIGGERED,2026-09-20 12:29:26
971,INFY,2041.93,794,12.19,TRIGGERED,2026-09-20 12:29:27
972,HDFCBANK,1729.07,287,4.79,NORMAL,2026-09-20 12:29:27
973,TCS,4852.78,1954,17.79,TRIGGERED,2026-09-20 12:29:27
974,HDFCBANK,1733.38,1296,5.05,TRIGGERED,2026-09-20 12:29:28
975,LT,3184.24,1415,-12.04,TRIGGERED,2026-09-20 12:29:28
976,HDFCBANK,1733.54,1553,5.06,TRIGGERED,2026-09-20 12:29:29
977,INFY,2037.65,775,11.96,TRIGGERED,2026-09-20 12:29:29
978,TCS,4850.38,1507,17.73,TRIGGERED,2026-09-20 12:29:30
979,SBIN,789.38,1462,-3.73,NORMAL,2026-09-20 12:29:30
980,RELIANCE,3313.63,1002,11.2,TRIGGERED,2026-09-20 12:29:30
981,INFY,2029.51,763,11.51,TRIGGERED,2026-09-20 12:29:31
982,INFY,2024.6,761,11.24,TRIGGERED,2026-09-20 12:29:31
983,SBIN,788.39,123,-3.85,NORMAL,2026-09-20 12:29:32
984,HDFCBANK,1729.12,1713,4.8,NORMAL,2026-09-20 12:29:32
985,INFY,2019.45,1769,10.96,TRIGGERED,2026-09-20 12:29:32
986,RELIANCE,3315.26,508,11.25,TRIGGERED,2026-09-20 12:29:33
987,INFY,2018.9,1415,10.93,TRIGGERED,2026-09-20 12:29:33
988,LT,3191.66,1135,-11.83,TRIGGERED,2026-09-20 12:29:34
989,HDFCBANK,1734.66,431,5.13,TRIGGERED,2026-09-20 12:29:34
990,TCS,4837.6,668,17.42,TRIGGERED,2026-09-20 12:29:34
991,HDFCBANK,1729.65,293,4.83,NORMAL,2026-09-20 12:29:35
992,LT,3184.43,825,-12.03,TRIGGERED,2026-09-20 12:29:35
993,RELIANCE,3311.92,817,11.14,TRIGGERED,2026-09-20 12:29:36
994,BHARTIARTL,1444.93,1573,-3.02,NORMAL,2026-09-20 12:29:36
995,RELIANCE,3301.12,216,10.78,TRIGGERED,2026-09-20 12:29:36
996,SBIN,790.12,1658,-3.64,NORMAL,2026-09-20 12:29:37
997,ITC,458.89,1141,-6.35,TRIGGERED,2026-09-20 12:29:37
998,RELIANCE,3119.56,1864,4.68,NORMAL,2026-09-20 12:29:38
999,BHARTIARTL,1447.48,1433,-2.85,NORMAL,2026-09-20 12:29:38
1000,TATAMOTORS,1129.2,1342,15.22,TRIGGERED,2026-09-20 12:29:38
1001,SBIN,791.27,554,-3.5,NORMAL,2026-09-20 12:29:39
1002,TCS,4830.49,307,17.24,TRIGGERED,2026-09-20 12:29:39
1003,RELIANCE,3123.55,1523,4.82,NORMAL,2026-09-20 12:29:40
1004,HDFCBANK,1727.42,1382,4.69,NORMAL,2026-09-20 12:29:40
1005,TCS,4817.09,504,16.92,TRIGGERED,2026-09-20 12:29:40
1006,ITC,458.92,536,-6.34,TRIGGERED,2026-09-20 12:29:41
1007,LT,3184.35,1302,-12.03,TRIGGERED,2026-09-20 12:29:41
1008,ICICIBANK,1244.89,681,2.88,NORMAL,2026-09-20 12:29:42
1009,ICICIBANK,1247.88,1152,3.13,NORMAL,2026-09-20 12:29:42
1010,RELIANCE,3115.88,771,4.56,NORMAL,2026-09-20 12:29:42
1011,ICICIBANK,1250.99,1329,3.39,NORMAL,2026-09-20 12:29:43
1012,ICICIBANK,1250.21,352,3.32,NORMAL,2026-09-20 12:29:43
1013,TCS,4812.19,541,16.8,TRIGGERED,2026-09-20 12:29:44
1014,ICICIBANK,1253.46,40,3.59,NORMAL,2026-09-20 12:29:44
1015,INFY,2024.42,1217,11.23,TRIGGERED,2026-09-20 12:29:44
1016,TCS,4813.48,137,16.83,TRIGGERED,2026-09-20 12:29:45
1017,TCS,4832.29,45,17.29,TRIGGERED,2026-09-20 12:29:45
1018,SBIN,788.64,1125,-3.82,NORMAL,2026-09-20 12:29:46
1019,ITC,458.59,835,-6.41,TRIGGERED,2026-09-20 12:29:46
1020,ITC,458.27,1095,-6.48,TRIGGERED,2026-09-20 12:29:46
1021,SBIN,790.8,850,-3.56,NORMAL,2026-09-20 12:29:47
1022,INFY,2024.07,983,11.21,TRIGGERED,2026-09-20 12:29:47
1023,SBIN,789.41,759,-3.73,NORMAL,2026-09-20 12:29:48
1024,TCS,4814.88,1591,16.87,TRIGGERED,2026-09-20 12:29:48
1025,LT,3190.79,1699,-11.86,TRIGGERED,2026-09-20 12:29:48
1026,LT,3199.07,1232,-11.63,TRIGGERED,2026-09-20 12:29:49
1027,ICICIBANK,1252.25,294,3.49,NORMAL,2026-09-20 12:29:49
1028,SBIN,788.94,1700,-3.79,NORMAL,2026-09-20 12:29:50
1029,SBIN,790.05,1038,-3.65,NORMAL,2026-09-20 12:29:50
1030,HDFCBANK,1730.61,99,4.89,NORMAL,2026-09-20 12:29:50
1031,RELIANCE,3121.2,1573,4.74,NORMAL,2026-09-20 12:29:51
1032,RELIANCE,3111.97,565,4.43,NORMAL,2026-09-20 12:29:51
1033,ITC,458.8,1730,-6.37,TRIGGERED,2026-09-20 12:29:52
1034,TCS,4828.44,127,17.2,TRIGGERED,2026-09-20 12:29:52
1035,BHARTIARTL,1447.81,96,-2.83,NORMAL,2026-09-20 12:29:53
1036,TCS,4820.87,1336,17.01,TRIGGERED,2026-09-20 12:29:53
1037,ITC,459.94,339,-6.13,TRIGGERED,2026-09-20 12:29:53
1038,LT,3375.02,1594,-6.77,TRIGGERED,2026-09-20 12:29:54
1039,BHARTIARTL,1447.43,1446,-2.86,NORMAL,2026-09-20 12:29:54
1040,INFY,2023.98,1213,11.21,TRIGGERED,2026-09-20 12:29:55
1041,SBIN,833.5,98,1.65,NORMAL,2026-09-20 12:29:55
1042,LT,3371.43,1313,-6.87,TRIGGERED,2026-09-20 12:29:55
1043,LT,3376.66,1298,-6.72,TRIGGERED,2026-09-20 12:29:56
1044,RELIANCE,3122.9,1597,4.8,NORMAL,2026-09-20 12:29:56
1045,LT,3379.03,630,-6.66,TRIGGERED,2026-09-20 12:29:57
1046,BHARTIARTL,1444.33,101,-3.07,NORMAL,2026-09-20 12:29:57
1047,LT,3389.89,189,-6.36,TRIGGERED,2026-09-20 12:29:57
1048,TATAMOTORS,1067.09,935,8.89,TRIGGERED,2026-09-20 12:29:58
1049,INFY,2021.57,1690,11.08,TRIGGERED,2026-09-20 12:29:58
1050,RELIANCE,3121.14,821,4.74,NORMAL,2026-09-20 12:29:59
1051,SBIN,833.57,1825,1.65,NORMAL,2026-09-20 12:29:59
1052,HDFCBANK,1732.34,1317,4.99,NORMAL,2026-09-20 12:29:59
1053,HDFCBANK,1739.03,155,5.4,TRIGGERED,2026-09-20 12:30:00
1054,SBIN,831.67,987,1.42,NORMAL,2026-09-20 12:30:00
1055,SBIN,834.53,1166,1.77,NORMAL,2026-09-20 12:30:01
1056,SBIN,837.52,1402,2.14,NORMAL,2026-09-20 12:30:01
1057,HDFCBANK,1744.63,396,5.74,TRIGGERED,2026-09-20 12:30:01
1058,ITC,460.3,1433,-6.06,TRIGGERED,2026-09-20 12:30:02
1059,HDFCBANK,1744.18,1340,5.71,TRIGGERED,2026-09-20 12:30:02
1060,INFY,2020.95,1523,11.04,TRIGGERED,2026-09-20 12:30:03
1061,BHARTIARTL,1447.85,219,-2.83,NORMAL,2026-09-20 12:30:03
1062,LT,3396.7,1475,-6.17,TRIGGERED,2026-09-20 12:30:03
1063,ICICIBANK,1249.19,994,3.24,NORMAL,2026-09-20 12:30:04
1064,HDFCBANK,1746.37,312,5.84,TRIGGERED,2026-09-20 12:30:04
1065,HDFCBANK,1753.35,172,6.26,TRIGGERED,2026-09-20 12:30:05
1066,TATAMOTORS,1071.35,1165,9.32,TRIGGERED,2026-09-20 12:30:05
1067,RELIANCE,3116.55,92,4.58,NORMAL,2026-09-20 12:30:05
1068,RELIANCE,3127.72,1087,4.96,NORMAL,2026-09-20 12:30:06
1069,RELIANCE,3124.29,693,4.84,NORMAL,2026-09-20 12:30:06
1070,TCS,5086.02,1369,23.45,TRIGGERED,2026-09-20 12:30:07
1071,BHARTIARTL,1453.39,1678,-2.46,NORMAL,2026-09-20 12:30:07
1072,ITC,460.07,1861,-6.11,TRIGGERED,2026-09-20 12:30:07
1073,HDFCBANK,1757.16,626,6.49,TRIGGERED,2026-09-20 12:30:08
1074,ICICIBANK,1248.55,451,3.19,NORMAL,2026-09-20 12:30:08
1075,RELIANCE,3136.24,738,5.24,TRIGGERED,2026-09-20 12:30:09
1076,ITC,459.76,411,-6.17,TRIGGERED,2026-09-20 12:30:09
1077,HDFCBANK,1753.35,691,6.26,TRIGGERED,2026-09-20 12:30:09
1078,INFY,2028.68,1717,11.47,TRIGGERED,2026-09-20 12:30:10
1079,ITC,460.1,109,-6.1,TRIGGERED,2026-09-20 12:30:10
1080,SBIN,836.81,1487,2.05,NORMAL,2026-09-20 12:30:11
1081,ICICIBANK,1250.66,1277,3.36,NORMAL,2026-09-20 12:30:11
1082,ITC,461.39,347,-5.84,TRIGGERED,2026-09-20 12:30:11
1083,LT,3389.04,942,-6.38,TRIGGERED,2026-09-20 12:30:12
1084,TATAMOTORS,1068.11,222,8.99,TRIGGERED,2026-09-20 12:30:12
1085,RELIANCE,3139.27,423,5.34,TRIGGERED,2026-09-20 12:30:13
1086,HDFCBANK,1756.93,1284,6.48,TRIGGERED,2026-09-20 12:30:13
1087,LT,3399.69,516,-6.09,TRIGGERED,2026-09-20 12:30:14
1088,ITC,461.76,167,-5.76,TRIGGERED,2026-09-20 12:30:14
1089,RELIANCE,3143.1,1163,5.47,TRIGGERED,2026-09-20 12:30:14
1090,RELIANCE,3139.74,594,5.36,TRIGGERED,2026-09-20 12:30:15
1091,LT,3408.06,354,-5.85,TRIGGERED,2026-09-20 12:30:15
1092,ITC,463.38,962,-5.43,TRIGGERED,2026-09-20 12:30:16
1093,SBIN,837.93,473,2.19,NORMAL,2026-09-20 12:30:16
1094,TCS,5102.49,296,23.85,TRIGGERED,2026-09-20 12:30:16
1095,TATAMOTORS,1071.95,298,9.38,TRIGGERED,2026-09-20 12:30:17
1096,TCS,5106.5,867,23.94,TRIGGERED,2026-09-20 12:30:17
1097,INFY,2025.8,172,11.31,TRIGGERED,2026-09-20 12:30:18
1098,TATAMOTORS,1074.28,1012,9.62,TRIGGERED,2026-09-20 12:30:18
1099,HDFCBANK,1763.67,335,6.89,TRIGGERED,2026-09-20 12:30:18
1100,LT,3395.44,529,-6.2,TRIGGERED,2026-09-20 12:30:19
1101,BHARTIARTL,1452.86,1584,-2.49,NORMAL,2026-09-20 12:30:19
1102,ITC,437.89,1845,-10.63,TRIGGERED,2026-09-20 12:30:20
1103,ICICIBANK,1253.68,579,3.61,NORMAL,2026-09-20 12:30:20
1104,INFY,2025.83,1365,11.31,TRIGGERED,2026-09-20 12:30:20
1105,SBIN,840.44,1456,2.49,NORMAL,2026-09-20 12:30:21
1106,ICICIBANK,1256.03,1641,3.8,NORMAL,2026-09-20 12:30:21
1107,ICICIBANK,1251.31,1518,3.41,NORMAL,2026-09-20 12:30:22
1108,LT,3394.95,1832,-6.22,TRIGGERED,2026-09-20 12:30:22
1109,INFY,2026.24,1146,11.33,TRIGGERED,2026-09-20 12:30:22
1110,ITC,439.35,1296,-10.34,TRIGGERED,2026-09-20 12:30:23
1111,TATAMOTORS,1073.11,294,9.5,TRIGGERED,2026-09-20 12:30:23
1112,ITC,438.63,1324,-10.48,TRIGGERED,2026-09-20 12:30:24
1113,HDFCBANK,1762.35,1825,6.81,TRIGGERED,2026-09-20 12:30:24
1114,BHARTIARTL,1448.82,946,-2.76,NORMAL,2026-09-20 12:30:24
1115,BHARTIARTL,1445.09,930,-3.01,NORMAL,2026-09-20 12:30:25
1116,ICICIBANK,1246.32,968,3.0,NORMAL,2026-09-20 12:30:25
1117,TCS,4825.64,1030,17.13,TRIGGERED,2026-09-20 12:30:26
1118,TATAMOTORS,1014.09,1169,3.48,NORMAL,2026-09-20 12:30:26
1119,SBIN,886.66,27,8.13,TRIGGERED,2026-09-20 12:30:27
1120,TATAMOTORS,1017.63,1634,3.84,NORMAL,2026-09-20 12:30:27
1121,ITC,438.93,1068,-10.42,TRIGGERED,2026-09-20 12:30:27
1122,ITC,438.69,1043,-10.47,TRIGGERED,2026-09-20 12:30:28
1123,BHARTIARTL,1445.89,1950,-2.96,NORMAL,2026-09-20 12:30:28
1124,SBIN,887.19,218,8.19,TRIGGERED,2026-09-20 12:30:29
1125,RELIANCE,3134.26,1700,5.18,TRIGGERED,2026-09-20 12:30:29
1126,ICICIBANK,1250.64,616,3.36,NORMAL,2026-09-20 12:30:29
1127,RELIANCE,3146.49,568,5.59,TRIGGERED,2026-09-20 12:30:30
1128,RELIANCE,3134.52,1300,5.19,TRIGGERED,2026-09-20 12:30:30
1129,LT,3392.3,152,-6.29,TRIGGERED,2026-09-20 12:30:31
1130,BHARTIARTL,1442.52,358,-3.19,NORMAL,2026-09-20 12:30:31
1131,RELIANCE,3128.46,1282,4.98,NORMAL,2026-09-20 12:30:31
1132,RELIANCE,3128.7,1742,4.99,NORMAL,2026-09-20 12:30:32
1133,HDFCBANK,1768.73,139,7.2,TRIGGERED,2026-09-20 12:30:32
1134,SBIN,890.52,1338,8.6,TRIGGERED,2026-09-20 12:30:33
1135,HDFCBANK,1671.45,368,1.3,NORMAL,2026-09-20 12:30:33
1136,INFY,2021.64,25,11.08,TRIGGERED,2026-09-20 12:30:33
1137,ITC,462.82,1530,-5.55,TRIGGERED,2026-09-20 12:30:34
1138,SBIN,891.86,940,8.76,TRIGGERED,2026-09-20 12:30:34
1139,ITC,463.33,1885,-5.44,TRIGGERED,2026-09-20 12:30:35
1140,HDFCBANK,1670.33,1898,1.23,NORMAL,2026-09-20 12:30:35
1141,TATAMOTORS,1014.5,486,3.52,NORMAL,2026-09-20 12:30:35
1142,HDFCBANK,1668.53,277,1.12,NORMAL,2026-09-20 12:30:36
1143,INFY,2019.95,847,10.99,TRIGGERED,2026-09-20 12:30:36
1144,TATAMOTORS,1013.47,1788,3.42,NORMAL,2026-09-20 12:30:37
1145,ITC,461.55,1652,-5.81,TRIGGERED,2026-09-20 12:30:37
1146,TCS,4809.22,550,16.73,TRIGGERED,2026-09-20 12:30:37
1147,SBIN,890.83,433,8.64,TRIGGERED,2026-09-20 12:30:38
1148,LT,3391.21,1186,-6.32,TRIGGERED,2026-09-20 12:30:38
1149,ITC,462.81,559,-5.55,TRIGGERED,2026-09-20 12:30:39
1150,TATAMOTORS,1010.54,1019,3.12,NORMAL,2026-09-20 12:30:39
1151,TATAMOTORS,1012.9,830,3.36,NORMAL,2026-09-20 12:30:39
1152,TCS,4803.01,1831,16.58,TRIGGERED,2026-09-20 12:30:40
1153,ITC,461.02,885,-5.91,TRIGGERED,2026-09-20 12:30:40
1154,BHARTIARTL,1442.3,326,-3.2,NORMAL,2026-09-20 12:30:41
1155,SBIN,892.62,244,8.86,TRIGGERED,2026-09-20 12:30:41
1156,BHARTIARTL,1446.68,485,-2.91,NORMAL,2026-09-20 12:30:41
1157,HDFCBANK,1665.53,175,0.94,NORMAL,2026-09-20 12:30:42
1158,ICICIBANK,1247.97,871,3.14,NORMAL,2026-09-20 12:30:42
1159,HDFCBANK,1664.18,1502,0.86,NORMAL,2026-09-20 12:30:43
1160,TATAMOTORS,1008.94,307,2.95,NORMAL,2026-09-20 12:30:43
1161,INFY,2017.7,68,10.86,TRIGGERED,2026-09-20 12:30:43
1162,SBIN,892.57,1157,8.85,TRIGGERED,2026-09-20 12:30:44
1163,TCS,4785.42,702,16.15,TRIGGERED,2026-09-20 12:30:44
1164,RELIANCE,3300.78,1000,10.76,TRIGGERED,2026-09-20 12:30:45
1165,ICICIBANK,1246.28,120,3.0,NORMAL,2026-09-20 12:30:45
1166,SBIN,889.31,679,8.45,TRIGGERED,2026-09-20 12:30:46
1167,TCS,4790.84,136,16.28,TRIGGERED,2026-09-20 12:30:46
1168,SBIN,889.21,1602,8.44,TRIGGERED,2026-09-20 12:30:46
1169,SBIN,889.14,318,8.43,TRIGGERED,2026-09-20 12:30:47
1170,INFY,2128.67,59,16.96,TRIGGERED,2026-09-20 12:30:47
1171,SBIN,891.45,1583,8.71,TRIGGERED,2026-09-20 12:30:48
1172,ITC,461.37,1439,-5.84,TRIGGERED,2026-09-20 12:30:48
1173,LT,3392.81,325,-6.28,TRIGGERED,2026-09-20 12:30:49
1174,HDFCBANK,1572.65,539,-4.69,NORMAL,2026-09-20 12:30:49
1175,TATAMOTORS,1006.24,802,2.68,NORMAL,2026-09-20 12:30:49
1176,LT,3579.41,632,-1.12,NORMAL,2026-09-20 12:30:50
1177,LT,3592.16,365,-0.77,NORMAL,2026-09-20 12:30:50
1178,ITC,460.45,1459,-6.03,TRIGGERED,2026-09-20 12:30:51
1179,TCS,4786.61,1110,16.18,TRIGGERED,2026-09-20 12:30:51
1180,INFY,2128.59,552,16.96,TRIGGERED,2026-09-20 12:30:51
1181,TCS,4784.4,1274,16.13,TRIGGERED,2026-09-20 12:30:52
1182,RELIANCE,3310.5,1683,11.09,TRIGGERED,2026-09-20 12:30:52
1183,INFY,2133.75,99,17.24,TRIGGERED,2026-09-20 12:30:53
1184,BHARTIARTL,1444.08,1235,-3.08,NORMAL,2026-09-20 12:30:53
1185,HDFCBANK,1568.36,823,-4.95,NORMAL,2026-09-20 12:30:53
1186,RELIANCE,3317.8,1906,11.34,TRIGGERED,2026-09-20 12:30:54
1187,INFY,2134.22,1226,17.26,TRIGGERED,2026-09-20 12:30:54
1188,INFY,2016.84,417,10.82,TRIGGERED,2026-09-20 12:30:55
1189,TATAMOTORS,1004.5,1277,2.5,NORMAL,2026-09-20 12:30:55
1190,LT,3602.23,539,-0.49,NORMAL,2026-09-20 12:30:55
1191,RELIANCE,3309.15,570,11.05,TRIGGERED,2026-09-20 12:30:56
1192,HDFCBANK,1567.78,1289,-4.98,NORMAL,2026-09-20 12:30:56
1193,BHARTIARTL,1445.12,67,-3.01,NORMAL,2026-09-20 12:30:57
1194,BHARTIARTL,1446.17,1009,-2.94,NORMAL,2026-09-20 12:30:57
1195,TATAMOTORS,1005.59,359,2.61,NORMAL,2026-09-20 12:30:57
1196,ITC,461.41,1321,-5.83,TRIGGERED,2026-09-20 12:30:58
1197,LT,3608.62,1615,-0.31,NORMAL,2026-09-20 12:30:58
1198,BHARTIARTL,1440.56,905,-3.32,NORMAL,2026-09-20 12:30:59
1199,SBIN,892.03,1261,8.78,TRIGGERED,2026-09-20 12:30:59
1200,INFY,2019.45,1285,10.96,TRIGGERED,2026-09-20 12:31:00
1201,HDFCBANK,1563.8,1813,-5.22,TRIGGERED,2026-09-20 12:31:00
1202,RELIANCE,3297.81,186,10.66,TRIGGERED,2026-09-20 12:31:00
1203,TCS,4767.04,33,15.7,TRIGGERED,2026-09-20 12:31:01
1204,SBIN,890.98,1300,8.66,TRIGGERED,2026-09-20 12:31:01
1205,ICICIBANK,1247.54,1048,3.1,NORMAL,2026-09-20 12:31:02
1206,ITC,461.56,312,-5.8,TRIGGERED,2026-09-20 12:31:02
1207,TATAMOTORS,1003.28,271,2.38,NORMAL,2026-09-20 12:31:02
1208,ICICIBANK,1244.41,403,2.84,NORMAL,2026-09-20 12:31:03
1209,TCS,4766.66,701,15.7,TRIGGERED,2026-09-20 12:31:03
1210,TCS,5028.83,50,22.06,TRIGGERED,2026-09-20 12:31:04
1211,RELIANCE,3300.36,1892,10.75,TRIGGERED,2026-09-20 12:31:04
1212,INFY,2013.59,1030,10.64,TRIGGERED,2026-09-20 12:31:04
1213,ICICIBANK,1246.27,150,3.0,NORMAL,2026-09-20 12:31:05
1214,TATAMOTORS,1004.02,1625,2.45,NORMAL,2026-09-20 12:31:05
1215,TCS,5040.44,141,22.34,TRIGGERED,2026-09-20 12:31:06
1216,ICICIBANK,1177.73,1438,-2.67,NORMAL,2026-09-20 12:31:06
1217,SBIN,887.8,759,8.27,TRIGGERED,2026-09-20 12:31:06
1218,RELIANCE,3304.26,175,10.88,TRIGGERED,2026-09-20 12:31:07
1219,TATAMOTORS,1002.27,1345,2.27,NORMAL,2026-09-20 12:31:07
1220,ITC,463.03,1303,-5.5,TRIGGERED,2026-09-20 12:31:08
1221,LT,3608.22,1307,-0.33,NORMAL,2026-09-20 12:31:08
1222,TATAMOTORS,1002.24,1650,2.27,NORMAL,2026-09-20 12:31:08
1223,ICICIBANK,1176.67,1240,-2.75,NORMAL,2026-09-20 12:31:09
1224,HDFCBANK,1569.43,844,-4.88,NORMAL,2026-09-20 12:31:09
1225,TATAMOTORS,1004.24,1291,2.47,NORMAL,2026-09-20 12:31:10
1226,BHARTIARTL,1445.21,252,-3.01,NORMAL,2026-09-20 12:31:10
1227,ICICIBANK,1174.48,1715,-2.94,NORMAL,2026-09-20 12:31:10
1228,TATAMOTORS,1001.83,1509,2.23,NORMAL,2026-09-20 12:31:11
1229,TATAMOTORS,999.18,582,1.96,NORMAL,2026-09-20 12:31:11
1230,HDFCBANK,1572.09,70,-4.72,NORMAL,2026-09-20 12:31:12
1231,LT,3603.37,44,-0.46,NORMAL,2026-09-20 12:31:12
1232,HDFCBANK,1567.06,438,-5.03,TRIGGERED,2026-09-20 12:31:12
1233,SBIN,936.63,1640,14.22,TRIGGERED,2026-09-20 12:31:13
1234,SBIN,936.54,1194,14.21,TRIGGERED,2026-09-20 12:31:13
1235,ITC,463.54,609,-5.4,TRIGGERED,2026-09-20 12:31:14
1236,ICICIBANK,1178.87,990,-2.57,NORMAL,2026-09-20 12:31:14
1237,RELIANCE,3291.84,241,10.46,TRIGGERED,2026-09-20 12:31:14
1238,RELIANCE,3110.79,1788,4.39,NORMAL,2026-09-20 12:31:15
1239,BHARTIARTL,1443.08,1749,-3.15,NORMAL,2026-09-20 12:31:15
1240,HDFCBANK,1563.32,87,-5.25,TRIGGERED,2026-09-20 12:31:16
1241,TATAMOTORS,998.3,30,1.87,NORMAL,2026-09-20 12:31:16
1242,ITC,464.48,817,-5.21,TRIGGERED,2026-09-20 12:31:16
1243,INFY,2018.14,164,10.89,TRIGGERED,2026-09-20 12:31:17
1244,TATAMOTORS,943.39,1976,-3.74,NORMAL,2026-09-20 12:31:17
1245,ICICIBANK,1183.53,1657,-2.19,NORMAL,2026-09-20 12:31:18
1246,TATAMOTORS,946.51,1028,-3.42,NORMAL,2026-09-20 12:31:18
1247,INFY,2129.14,1287,16.99,TRIGGERED,2026-09-20 12:31:19
1248,LT,3605.98,1082,-0.39,NORMAL,2026-09-20 12:31:19
1249,RELIANCE,3115.26,1587,4.54,NORMAL,2026-09-20 12:31:19
1250,INFY,2129.74,1701,17.02,TRIGGERED,2026-09-20 12:31:20
1251,HDFCBANK,1562.25,1000,-5.32,TRIGGERED,2026-09-20 12:31:20
1252,ICICIBANK,1248.62,1677,3.19,NORMAL,2026-09-20 12:31:21
1253,RELIANCE,3114.59,1831,4.52,NORMAL,2026-09-20 12:31:21
1254,SBIN,936.78,147,14.24,TRIGGERED,2026-09-20 12:31:21
1255,TATAMOTORS,944.65,1507,-3.61,NORMAL,2026-09-20 12:31:22
1256,SBIN,937.24,364,14.3,TRIGGERED,2026-09-20 12:31:22
1257,ICICIBANK,1244.49,1479,2.85,NORMAL,2026-09-20 12:31:23
1258,RELIANCE,3111.1,1589,4.4,NORMAL,2026-09-20 12:31:23
1259,LT,3619.12,89,-0.02,NORMAL,2026-09-20 12:31:23
1260,TATAMOTORS,944.61,1044,-3.61,NORMAL,2026-09-20 12:31:24
1261,ICICIBANK,1242.75,1416,2.71,NORMAL,2026-09-20 12:31:24
1262,HDFCBANK,1561.51,548,-5.36,TRIGGERED,2026-09-20 12:31:25
1263,INFY,2128.74,983,16.96,TRIGGERED,2026-09-20 12:31:25
1264,TCS,5057.05,615,22.74,TRIGGERED,2026-09-20 12:31:25
1265,SBIN,939.75,1976,14.6,TRIGGERED,2026-09-20 12:31:26
1266,TCS,5048.1,973,22.53,TRIGGERED,2026-09-20 12:31:26
1267,HDFCBANK,1561.59,419,-5.36,TRIGGERED,2026-09-20 12:31:27
1268,SBIN,939.91,555,14.62,TRIGGERED,2026-09-20 12:31:27
1269,ICICIBANK,1238.78,414,2.38,NORMAL,2026-09-20 12:31:27
1270,TATAMOTORS,942.93,1834,-3.78,NORMAL,2026-09-20 12:31:28
1271,RELIANCE,3111.4,609,4.41,NORMAL,2026-09-20 12:31:28
1272,HDFCBANK,1566.48,1021,-5.06,TRIGGERED,2026-09-20 12:31:29
1273,HDFCBANK,1563.92,1271,-5.22,TRIGGERED,2026-09-20 12:31:29
1274,SBIN,940.19,1227,14.66,TRIGGERED,2026-09-20 12:31:29
1275,TATAMOTORS,943.28,1612,-3.75,NORMAL,2026-09-20 12:31:30
1276,BHARTIARTL,1443.13,1777,-3.15,NORMAL,2026-09-20 12:31:30
1277,SBIN,940.86,1814,14.74,TRIGGERED,2026-09-20 12:31:31
1278,BHARTIARTL,1445.71,1526,-2.97,NORMAL,2026-09-20 12:31:31
1279,ICICIBANK,1234.36,1730,2.01,NORMAL,2026-09-20 12:31:31
1280,RELIANCE,3103.37,660,4.14,NORMAL,2026-09-20 12:31:32
1281,ITC,464.53,1206,-5.2,TRIGGERED,2026-09-20 12:31:32
1282,SBIN,992.61,1922,21.05,TRIGGERED,2026-09-20 12:31:33
1283,SBIN,996.25,610,21.49,TRIGGERED,2026-09-20 12:31:33
1284,BHARTIARTL,1444.59,813,-3.05,NORMAL,2026-09-20 12:31:33
1285,RELIANCE,3274.06,105,9.87,TRIGGERED,2026-09-20 12:31:34
1286,HDFCBANK,1562.46,1924,-5.31,TRIGGERED,2026-09-20 12:31:34
1287,INFY,2136.62,1901,17.4,TRIGGERED,2026-09-20 12:31:35
1288,TCS,5049.91,841,22.57,TRIGGERED,2026-09-20 12:31:35
1289,LT,3607.68,1484,-0.34,NORMAL,2026-09-20 12:31:35
1290,SBIN,997.25,1945,21.62,TRIGGERED,2026-09-20 12:31:36
1291,LT,3594.5,1599,-0.7,NORMAL,2026-09-20 12:31:36
1292,LT,3599.85,1183,-0.56,NORMAL,2026-09-20 12:31:37
1293,TATAMOTORS,945.62,1972,-3.51,NORMAL,2026-09-20 12:31:37
1294,TCS,5048.98,1451,22.55,TRIGGERED,2026-09-20 12:31:37
1295,LT,3594.82,1203,-0.7,NORMAL,2026-09-20 12:31:38
1296,BHARTIARTL,1445.09,1886,-3.01,NORMAL,2026-09-20 12:31:38
1297,TCS,5061.55,1184,22.85,TRIGGERED,2026-09-20 12:31:39
1298,ICICIBANK,1229.74,1481,1.63,NORMAL,2026-09-20 12:31:39
1299,INFY,2254.13,1572,23.85,TRIGGERED,2026-09-20 12:31:39
1300,LT,3397.1,793,-6.16,TRIGGERED,2026-09-20 12:31:40
1301,BHARTIARTL,1449.45,1151,-2.72,NORMAL,2026-09-20 12:31:40
1302,LT,3398.94,505,-6.11,TRIGGERED,2026-09-20 12:31:41
